uid,nombre_de_la_entidad,departamento_entidad,municipio_entidad,nivel_entidad,orden_entidad,tipo_de_proceso,objeto_a_contratar,nombre_familia,id_familia,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_fima,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato
15-1-146909-4070046,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN DEL GRUPO I  SECTOR NOROCCIDENTAL VEREDAS LA PLAYA  MAMPUESTO Y LA LAJA; ZONA RURAL DEL MUNICIPIO DE RIONEGRO,6800000000,6776731312,550000000,7326731312,2015.0,10/27/2015,11/17/2015,3,M,120,0,06/16/2016
18-1-192750-7591400,META - ALCALDÍA MUNICIPIO DE PUERTO LLERAS,Meta,Puerto Lleras,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION Y MANTENIMIENTO OBRAS DE URBANISMO DE LA CALLE 7 ENTRE LAS CARRERAS 7 Y 12 DEL MUNICIPIO DE PUERTO LLERAS META,396218398,395838767,0,395838767,2018.0,08/15/2018,08/27/2018,4,M,0,0,12/27/2018
15-1-145033-4711687,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE OBRAS DE MEJORAMIENTO VIAL Y ESPACIO PUBLICO EN DIFERENTES SITIOS DE LA ZONA RURAL DE PALMITAS ( PROGRAMA PL-PP 2014-2015),870285582,854476063,0,854476063,2015.0,11/23/2015,02/22/2016,4,M,0,0,06/22/2016
15-1-141713-3926641,META - ALCALDÍA MUNICIPIO DE VILLAVICENCIO,Meta,Villavicencio,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,ADECUACION VIAL EN EL MUNICIPIO DE VILLAVICENCIO SECTORES CALLE 35 ENTRE CARRERA 45 HOSPITAL DEPARTAMENTAL Y LOS BARRIOS AZOTEA Y MESETAS;  CARRERA 9B CALLES 10 Y 9 CARRERA19 CALLE 12 BARRIOS DOÑA LUZ Y PACANDE; CARRERA 16 ENTRE CALLES 21 Y 12 BARRIO REMANSO;  CALLE 26 ENTRE AVENIDA 40 Y CARRERA 40 BARRIO 7 DE AGOSTO; CARRERA  20 ENTRE CALLES 35 Y 42 BARRIO JORDAN PARAISO; CARRERA 28C  CALLE 2A  CARRERA 27 Y 28 CON CALLES 2 Y 3 DEL BARRIO LA CORALINA; CALLE 15 AVENIDA MARACOS DESDE EL ANILLO VIAL A LA CARRERA PRIMERA QUINTAS DE MORELIA.¿,3127181218,3127181218,0,3127181218,2015.0,09/04/2015,09/04/2015,2,M,0,0,11/04/2015
15-1-141508-3787184,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ANSERMANUEVO,Valle del Cauca,Ansermanuevo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REPARACIÓN Y MEJORAMIENTO DE LA MALLA VIAL DEL MUNICIPIO DE ANSERMANUEVO  VALLE DEL CAUCA,764000000,713398293,0,713398293,2015.0,07/17/2015,07/27/2015,3,M,0,0,10/27/2015
17-1-168633-5934691,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  REHABILITACIÓN Y ATENCIÓN DE SITIOS CRÍTICOS DE LA CARRETERA: 10 LANDÁZURI - BARBOSA  RUTA 62 TRAMO 6208  DEPARTAMENTO DE SANTANDER,4500000000,4390568131,2195284065,6585852196,2017.0,04/26/2017,06/22/2017,6,M,0,2,02/22/2018
18-1-188520-7351033,SANTANDER - ALCALDÍA MUNICIPIO DE BARICHARA,Santander,Barichara,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TERCIARIAS BARICHARA  LUBIGARA  PINTO ALTO  GUANENTA  REGADILLO  CARARE  BURATEGUA  y BARICHARA  EL SALITRE  PARAMITO  SANTA HELENA ALTO Y SANTA HELENA BAJO DEL MUNICIPIO DE BARICHARA,239165359,238838529,0,238838529,2018.0,04/19/2018,05/04/2018,3,M,0,0,08/04/2018
17-1-171220-6438081,RISARALDA - ALCALDÍA MUNICIPIO DE PEREIRA,Risaralda,Pereira,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,ADECUACIÓN INTERSECCIÓN CALLE 71 CON LA AVENIDA LA INDEPENDENCIA DEL MUNICIPIO DE PEREIRA,1200733986,1197773459,634220644,1831994103,2017.0,09/15/2017,09/20/2017,90,D,94,0,12/23/2017
18-1-196179-7964404,SANTANDER - ALCALDÍA MUNICIPIO DE BARICHARA,Santander,Barichara,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VIA MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS SAN JOSE BAJO Y PARAMITO DEL MUNICIPIO DE BARICHARA SANTANDER.,307779660,307241029,0,307241029,2018.0,12/04/2018,12/05/2018,3,M,0,0,03/05/2019
17-1-172701-6358339,CASANARE - ALCALDÍA MUNICIPIO DE OROCUE,Casanare,Orocué,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DEL PUENTE PEATONAL SOBRE EL CAÑO MÉDANO EN EL RESGUARDO INDÍGENA EL MÉDANO EN EL MUNICIPIO DE OROCUÉ DEPARTAMENTO DE CASANARE.,213941519,213941519,0,213941519,2017.0,06/09/2017,08/01/2017,2,M,0,0,10/01/2017
19-1-204383-9165912,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SIBATÉ,Cundinamarca,Sibaté,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACIÓN VÍA CARRERA 7ª ENTRE CALLE 6 Y CALLE 7 BARRIO EL CARMEN Y MEJORAMIENTO DE LAS VÍAS (BACHEO) URBANAS DEL MUNICIPIO DE SIBATÉ,390000000,382472819,0,382472819,2019.0,09/24/2019,10/11/2019,2,M,0,0,12/11/2019
17-1-179746-6602185,SANTANDER - ALCALDÍA MUNICIPIO DE EL CARMEN DE CHUCURÍ,Santander,El Carmen de Chucurí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PLACA HUELLAS EN LAS VEREDAS SANTO DOMINGO EL RAMO Y EL LIBANO DEL MUNICIPIO DE EL CARMEN DE CHUCURI,252411971,252411971,0,252411971,2017.0,10/19/2017,11/20/2017,3,M,0,0,02/20/2018
15-1-146683-3995346,META - ALCALDÍA MUNICIPIO DE VISTA HERMOSA,Meta,Vistahermosa,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION PAVIMENTO FLEXIBLE VÍAS URBANAS DEL MUNICIPIO DE VISTAHERMOSA-META,1276578533,1276508718,0,1276508718,2015.0,10/07/2015,10/07/2015,80,D,0,0,10/07/2015
15-1-137366-3765094,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACIÓN Y CONSERVACIÓN DEL PUENTE LA CUBILLERA EN LA CARRETERA LA URIBE ¿ YE DE GRANADA,916334661,888852066,0,888852066,2015.0,07/10/2015,07/10/2015,4,M,0,0,11/10/2015
15-1-153876-4326634,CÓRDOBA - ALCALDÍA MUNICIPIO DE PUEBLO NUEVO,Córdoba,Pueblo Nuevo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO  MANTENIMIENTO Y CONSERVACIÓN DE LA VÍA PUEBLO NUEVO - EL POBLADO  MUNICIPIO DE PUEBLO NUEVO  DEPARTAMENTO DE CÓRDOBA,2071521739,2071468030,0,2071468030,2016.0,02/08/2016,02/08/2016,6,M,0,0,08/08/2016
18-1-195752-7926037,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANGOSTURA,Antioquia,Angostura,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO DE LA VÍA SANTA ANA - RÍO ARRIBA Y CONSTRUCCIÓN DE MUROS EN CONCRETO  GAVIONES Y OBRAS CIVILES A TODO COSTO  QUE INCLUYE MATERIALES  TRANSPORTES Y MANO DE OBRA CALIFICADA Y NO CALIFICADA.,450000000,448200784,0,448200784,2018.0,11/23/2018,11/29/2018,30,D,0,0,12/29/2018
17-1-184427-8620638,ANTIOQUIA - ALCALDÍA MUNICIPIO DE YARUMAL,Antioquia,Yarumal,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA EN EL SECTOR SANTA MATILDE DEL MUNICIPIO DE YARUMAL  ANTIOQUIA,1625189258,1622866461,0,1622866461,2019.0,02/09/2019,03/06/2018,7,M,0,0,10/06/2018
17-1-183673-6876257,SANTANDER - ALCALDÍA MUNICIPIO DE FLORIDABLANCA,Santander,Floridablanca,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO DE VÍAS EN EL BARRIO LA CUMBRE  DEL MUNICIPIO DE FLORIDABLANCA. (CALLE 33 ENTRE CARRERAS 5E Y 7E  CALLE 34 ENTRE CARRERAS 7E Y 6E  CALLE 36 ENTRE CARRERAS 7E Y 8E  CARRERA 7E ENTRE CALLES 34 Y 36),1223310687,1222600417,0,1222600417,2017.0,12/28/2017,01/17/2018,3,M,0,0,04/17/2018
15-1-152376-4157752,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN RAFAEL,Antioquia,San Rafael,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE OBRAS CIVILES Y COLOCACIÓN DE AFIRMADO EN LAS VÍAS TERCIARIAS  QUEBRADONA - LA PRADERA DEL MUNICIPIO DE SAN RAFAEL,187965860,187801762,0,187801762,2015.0,12/19/2015,12/22/2015,10,D,0,0,01/01/2016
15-1-151779-4167821,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE COGUA,Cundinamarca,Cogua,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,¿ADECUACIÓN Y MANTENIMIENTO POLIDEPORTIVOS URBANIZACIONES LAS MERCEDES Y VILLA NOHORA ZONA URBANA DEL MUNICIPIO DE COGUA¿,290130408,289012967,0,289012967,2015.0,12/28/2015,12/28/2015,3,M,0,0,03/28/2016
19-1-200522-8795681,BOYACÁ - ALCALDÍA MUNICIPIO DE CHIQUINQUIRÁ,Boyacá,Chiquinquirá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN CALLE 37 URBANIZACIÓN JUAN PABLO II  SEGUNDA ETAPA DEL MUNICIPIO DE CHIQUINQUIRÁ  BOYACÁ,359663609,359663609,76507210,436170819,2019.0,06/25/2019,06/26/2019,90,D,0,0,09/24/2019
13-1-105885-7359834,BOLÍVAR - GOBERNACIÓN,Bolívar,Cartagena,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,OBJETO: CONSTRUCCION DE PAVIMENTO RIGIDO CONCRETO 3500 PSI EN EL CASCO URBANO DEL MUNICIPIO DE RIO VIEJO SECTOR EL MATADERO AL SECTOR LA QUINQUIRILLA DE LA VIA RIO VIEJO CRUCE NOROSI.,4199391981,4194137615,0,4194137615,2014.0,02/26/2014,02/28/2014,6,M,0,0,08/28/2014
15-1-143528-3891257,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE SAN CALIXTO,Norte De Santander,San Calixto,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RIGIDO  EN  LA VEREDA MESALLANA DEL MUNICIPIO DE SAN CALIXTO NORTE DE SANTANDER,335000000,334999414,0,334999414,2015.0,09/04/2015,09/08/2015,3,M,0,0,12/08/2015
15-1-139118-3747749,CAUCA - GOBERNACIÓN,Cauca,Popayán,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN  PAVIMENTO CALLES PRINCIPALES CABECERA CORREGIMENTAL DE SAN ALFONSO  MUNICIPIO DE BALBOA CAUCA,778217506,776819351,0,776819351,2015.0,06/26/2015,06/29/2015,6,M,0,0,12/29/2015
15-1-146861-3964580,ARAUCA - ALCALDÍA MUNICIPIO DE FORTUL,Arauca,Fortul,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA CALLE QUINTA MEDIANTE CONSTRUCCIÓN DE PAVIMENTO RIGIDO EN EL MUNICIPIO DE FORTUL  DEPARTAMENTO DE ARAUCA,607180034,607180032,0,607180032,2015.0,10/08/2015,10/08/2015,2,D,0,0,10/10/2015
17-1-182563-7069465,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CAICEDONIA,Valle del Cauca,Caicedonia,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACION DE LAS VIAS URBANAS KRA 9   CALLE 9 Y CALLE 6 DEL MUNICIPIO DE CAICEDONIA DEL VALLE DEL CAUCA,2336448598,2371448598,475000000,2846448598,2017.0,12/16/2017,01/13/2018,10,M,48,0,01/02/2019
16-1-166216-5565975,CALDAS - ALCALDÍA MUNICIPIO DE MANZANARES,Caldas,Manzanares,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA MALLA VIAL URBANA DEL MUNICIPIO DE MANZANARES  CALDAS  OCCIDENTE (ETAPA III),453634077,453634077,86246692,539880769,2016.0,12/30/2016,02/01/2017,3,M,0,1,06/01/2017
15-1-144955-3952688,BOGOTÁ D.C. - ALCALDÍA LOCAL LA CANDELARIA,Bogotá D.C.,Bogotá D.C.,TERRITORIAL,DISTRITO CAPITAL,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,EL FONDO DE DESARROLLO LOCAL DE CANDELARIA  REQUIERE SELECCIONAR EL CONTRATISTA QUE REALICE A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE  EL DIAGNÓSTICO  DISEÑO  MANTENIMIENTO Y REHABILITACIÓN DE LA MALLA VIAL EN LA LOCALIDAD DE CANDELARIA  DE CONFORMIDAD CON LA DESCRIPCIÓN  ESPECIFICACIONES TÉCNICAS Y DEMÁS CONDICIONES ESTABLECIDAS EN LOS ESTUDIOS PREVIOS  PLIEGO DE CONDICIONES Y ANEXOS  DOCUMENTOS QUE HACEN PARTE INTEGRAL DEL PRESENTE PROCESO,1000000000,1000000000,500000000,1500000000,2015.0,09/28/2015,10/06/2015,5,M,123,4,11/08/2016
17-1-183380-7272862,META - ALCALDÍA MUNICIPIO DE GRANADA,Meta,Granada,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE VÍAS URBANAS EN PAVIMENTO RÍGIDO DE LA CARRERA 12 ENTRE CALLE 11 Y 13  CARRERA 12 ENTRE CALLE 18 Y 19 CARRIL DERECHO Y CARRERA 12 ENTRE CALLE 19 Y 20 CARRIL DERECHO EN EL MUNICIPIO DE GRANADA DEPARTAMENTO DEL META. .,1219633062,1218883950,0,1218883950,2018.0,03/20/2018,03/20/2018,3,M,0,0,06/20/2018
16-1-163098-5357357,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FUSAGASUGÁ,Cundinamarca,Fusagasugá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,SUMINISTRO E INSTALACION DE MEZCLA ASFALTICA EN CALIENTE EN LAS VIAS DEL AREA URBANA DEL MUNICIPIO DE FUSAGASUGA  DEPARTAMENTO DE CUNDINAMARCA.,449997825,448558527,0,448558527,2016.0,11/21/2016,11/29/2016,4,M,0,0,03/29/2017
15-1-147069-5868529,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN VICENTE,Antioquia,San Vicente,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN DE VIAS URBANAS DEL ANILLO VIAL DEL MUNICIPIO DE SAN     VICENTE FERRER-ANTIOQUIA SEGUNDA ETAPA,931662550,932248691,122735449,1054984140,2015.0,10/23/2015,12/01/2015,3,M,46,3,07/16/2016
17-1-170464-5954264,BOYACÁ - ALCALDÍA MUNICIPIO DE VIRACACHÁ,Boyacá,Viracachá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION PLACA HUELLA EN CONCRETO ZONA RURAL DEL MUNICIPIO DE VIRACACHA DEPARTAMENTO DE BOYACA,343622704,343618643,170009818,513628461,2017.0,05/03/2017,05/03/2017,150,D,0,0,05/03/2017
19-1-198559-8508851,CASANARE - ALCALDÍA MUNICIPIO DE TAURAMENA,Casanare,Tauramena,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y MEJORAMIENTO DE VÍAS RURALES TERCIARIAS 2019  MUNICIPIO DE TAURAMENA,2056168910,2053068671,972680004,3025748675,2019.0,04/26/2019,05/17/2019,4,M,0,1,10/17/2019
17-1-175084-6273319,TOLIMA - ALCALDÍA MUNICIPIO DE PURIFICACIÓN,Tolima,Purificación,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION EN CONCRETO RIGIDO Y ALCANTARILLADO DE AGUAS LLUVIAS ENTRE MANZANAS M y A FRENTE AL PARQUE EL PORVENIR DEL MUNICIPIO DE PURIFICACION TOLIMA,497047321,497045202,0,497045202,2017.0,07/25/2017,08/03/2017,3,M,0,0,11/03/2017
15-1-143754-3884319,NARIÑO - ALCALDÍA MUNICIPIO DE EL TABLÓN,Nariño,El Tablón de Gómez,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN EN CONCRETO ARTICULADO DE EL BARRIO EL PRADO Y SU VIA DE ACCESO EN EL CORREGIMIENTO DE LAS MESAS EN EL MUNICIPIO DE EL TABLÓN DE GÓMEZ DEPARTAMENTO DE NARIÑO,424519360,424513154,27413745,451926899,2015.0,09/01/2015,09/15/2015,4,M,0,0,01/15/2016
15-1-151804-4403998,HUILA - GOBERNACIÓN,Huila,Neiva,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PUESTE VEHICULAR POTRERILLOS  VIA CRUCE SAN ANTONIO DEL PESCADO-PARAISO  MUNICIPIO DE GARZON  DEPARTAMENTO DEL HUILA,1149508454,1149508454,0,1149508454,2015.0,12/31/2015,02/02/2016,4,M,0,0,06/02/2016
18-1-185748-7216744,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE LA PEÑA,Cundinamarca,La Peña,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO DE LA VIA QUE CONDUCE LA PEÑA - PASO DEL REJO  SECTOR LA PEÑA -  GUAYABAL EN EL MUNICIPIO DE LA PEÑA CUNDINAMARCA CONVENIO ICCU 815 - 2017,1500000000,1499897459,0,1499897459,2018.0,03/05/2018,03/05/2018,5,M,0,0,08/05/2018
15-1-144869-3910775,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CONCEPCIÓN,Antioquia,Concepción,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,TRABAJOS DE REPOTENCIACION DE ALCANTARILLADO Y OBRAS COMPLEMENTARIAS EN LA CARRERA CORDOVA ENTRE LA CALLE ALFONSO OROZCO Y EL HOGAR DE MIS MAYORES,290215458,290213192,19838429,310051621,2015.0,09/09/2015,09/30/2015,3,M,0,0,12/30/2015
19-21-8361-8388784,NARIÑO - ALCALDÍA MUNICIPIO DE ARBOLEDA (BERRUECOS),Nariño,Arboleda,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATAR LA OBRA PÚBLICA PARA CONTRATAR LA OBRA PÚBLICA PARA LA CONSTRUCCIÓN PLACA HUELLA PARA EL MEJORAMIENTO DE LA VÍA DE ACCESO ROSAFLORIDA SUR - MUNICIPIO DE ARBOLEDA  DEPARTAMENTO DE NARIÑO. BPIM 2018520510003.,420556266,420556266,0,420556266,2019.0,03/27/2019,03/27/2019,4,M,0,0,07/27/2019
15-1-139862-4140508,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SOACHA,Cundinamarca,Soacha,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y REHABILITACIÓN DE LA CALLE 1 D ENTRE TRANSVERSAL 13 Y 14A  BARRIO LOS OLIVOS 1 COMUNA 3 EN EL MUNICIPIO DE SOACHA .,482610109,476528884,0,476528884,2015.0,09/29/2015,01/01/2016,3,M,0,0,04/01/2016
17-1-183010-7160334,BOYACÁ - ALCALDÍA MUNICIPIO DE SAMACÁ,Boyacá,Samacá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN PLACA HUELLA EN LA VÍA QUE COMUNICA LOS SECTORES EL KIOSKO A PALENQUE VEREDA GACAL DEL MUNICIPIO DE SAMACÁ  BOYACÁ,474459268,474456113,0,474456113,2018.0,02/19/2018,02/28/2018,3,M,30,0,06/30/2018
17-1-170968-7536553,BOYACÁ - ALCALDÍA MUNICIPIO DE SUSACÓN,Boyacá,Susacón,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÒN DE PLACA HUELLA EN LA VIA QUE CONDUCE A LA VEREDA SIAPORA SECTOR PIE DE PEÑA  DEL MUNICIPIO SUSACON ¿ BOYACA,227343435,212462528,0,212462528,2017.0,05/30/2017,08/30/2016,3,M,0,0,11/30/2016
17-1-183227-7150408,SANTANDER - ALCALDÍA MUNICIPIO DE EL CARMEN DE CHUCURÍ,Santander,El Carmen de Chucurí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VÍAS TERCIARIAS MEDIANTE EL USO DE PLACA HUELLAS EN EL CARMEN DE CHUCURI SANTANDER,1511150516,1508496112,0,1508496112,2018.0,01/17/2018,03/05/2018,5,M,0,0,08/05/2018
17-1-171280-6171792,SANTANDER - ALCALDÍA MUNICIPIO DE SOCORRO,Santander,Socorro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION PLACA HUELLAS EN CONCRETO RIGIDO DE 3.000 PSI Y UNA ALCANTARILLA EN LA VIA QUE CONDUCE DE LA VEREDA BARIRI A LA VEREDA EL RINCON DEL MUNICIPIO DE SOCORRO  SANTANDER,379609856,379609856,0,379609856,2017.0,06/27/2017,07/11/2017,2,M,0,0,09/11/2017
18-1-186455-7432488,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE LA CALERA,Cundinamarca,La Calera,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y REHABILITACION DE LA VIA QUE CONDUCE DESDE EL CRUCE LA CABAÑA HASTA LA VEREDA LA AURORA ALTA DEL MUNICIPIO DE LA CALERA CUNDINAMARCA,500000000,490496297,9503703,500000000,2018.0,04/05/2018,06/20/2018,4,M,0,1,11/20/2018
18-21-6124-7990233,META - ALCALDÍA MUNICIPIO DE GRANADA,Meta,Granada,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE VÍAS EN PAVIMENTO RÍGIDO DE LA CARRERA 16 ENTRE CALLE 3 Y 7A  CALLES 3  3A  3B  Y 4 ENTRE CARRERA 15 Y CARRERA 16 EN LA URBANIZACIÓN PALMA REAL Y MAKATOA DEL MUNICIPIO DE GRANADA DEPARTAMENTO DEL META.,1887245593,1887105785,0,1887105785,2018.0,12/12/2018,12/12/2018,5,M,0,0,05/12/2019
